PS_i	PS_j	Sim_HPO
PS105650	PS268310	0.46399
PS134600	PS231050	0.46394
PS106600	PS231050	0.46393
PS277450	PS601495	0.4639
PS101800	PS308350	0.46388
PS204000	PS613155	0.46388
PS118450	PS119530	0.46386
PS158810	PS209900	0.46385
PS118450	PS209900	0.46383
PS276700	PS306955	0.46374
PS306400	PS609060	0.46371
PS192600	PS610489	0.46356
PS104290	PS158810	0.46356
PS227650	PS605711	0.4635
PS147920	PS158600	0.46346
PS277300	PS607596	0.46338
PS251270	PS607086	0.46337
PS108300	PS610542	0.46336
PS600513	PS607426	0.46333
PS168600	PS608594	0.46332
PS158600	PS600513	0.4633
PS601678	PS607086	0.4633
PS269500	PS310300	0.46318
PS182250	PS310700	0.46315
PS214450	PS309510	0.46314
PS109730	PS175780	0.46297
PS104290	PS277600	0.46296
PS265120	PS309510	0.46294
PS104500	PS310300	0.46293
PS312170	PS607326	0.46288
PS160120	PS160700	0.46287
PS310300	PS603387	0.46285
PS104500	PS601675	0.46283
PS166200	PS203100	0.46277
PS202700	PS256730	0.46273
PS300009	PS610542	0.46272
PS254800	PS300009	0.46272
PS242860	PS310300	0.46268
PS266900	PS614039	0.46262
PS176670	PS214100	0.46259
PS202200	PS265120	0.46257
PS211530	PS602014	0.46256
PS120100	PS248370	0.46248
PS135700	PS250950	0.46246
PS260370	PS608594	0.46245
PS105250	PS191100	0.46244
PS108720	PS118450	0.46239
PS187300	PS254800	0.46237
PS210200	PS237450	0.46236
PS211530	PS601678	0.46236
PS147920	PS211400	0.46212
PS106600	PS201000	0.46211
PS105400	PS273750	0.462
PS310300	PS601495	0.46187
PS175780	PS607594	0.46168
PS200600	PS607432	0.46167
PS135500	PS182250	0.4616
PS105400	PS147950	0.46154
PS135500	PS604931	0.46149
PS248370	PS270300	0.46144
PS112240	PS131100	0.46144
PS153100	PS252150	0.46143
PS145260	PS312170	0.46138
PS132400	PS136760	0.46137
PS162400	PS176670	0.46131
PS147950	PS602483	0.46129
PS123100	PS142690	0.46116
PS133100	PS156200	0.46115
PS136520	PS601462	0.46113
PS108300	PS310500	0.4611
PS187300	PS604233	0.46108
PS234200	PS254130	0.46101
PS600721	PS604772	0.46095
PS105550	PS601678	0.46094
PS115150	PS213600	0.46091
PS124900	PS243310	0.46091
PS600513	PS603041	0.46089
PS105250	PS182250	0.46089
PS145980	PS601675	0.46086
PS151100	PS600165	0.46077
PS108600	PS202700	0.46066
PS607426	PS613038	0.46063
PS104500	PS244400	0.46059
PS134600	PS237450	0.46058
PS136520	PS136760	0.46058
PS162400	PS236100	0.46055
PS135500	PS607086	0.46054
PS187950	PS601495	0.46052
PS117550	PS185800	0.4605
PS225750	PS607326	0.46046
PS157600	PS603041	0.46043
PS309530	PS609060	0.46042
PS220210	PS233300	0.46038
PS105250	PS134600	0.46035
PS135500	PS224120	0.46035
PS225750	PS277300	0.46035
PS122470	PS158600	0.46032
PS154500	PS304500	0.46028
PS300009	PS609060	0.46026
PS254800	PS609129	0.46025
PS604233	PS613038	0.4602
PS135900	PS600721	0.46019
PS300009	PS601419	0.4601
PS253310	PS265450	0.4601
PS254800	PS309530	0.46008
PS153100	PS250950	0.46007
PS175100	PS224690	0.46003
PS276900	PS310700	0.46
PS128100	PS309800	0.45996
PS160565	PS300345	0.45995
PS168600	PS600462	0.4598
PS109730	PS208085	0.45977
PS275200	PS602014	0.45977
PS182250	PS243310	0.45966
PS127550	PS309530	0.45961
PS187300	PS249500	0.45961
PS108800	PS610489	0.45951
PS243310	PS600513	0.45944
PS251270	PS305100	0.45939
PS108600	PS609129	0.45931
PS131100	PS251270	0.45926
PS124900	PS244400	0.45924
PS214700	PS257300	0.45923
PS210600	PS600721	0.4591
PS600118	PS604233	0.4591
PS159000	PS249500	0.45901
PS601462	PS614742	0.459
PS105550	PS269500	0.45888
PS113900	PS605711	0.45881
PS115200	PS605711	0.45881
PS162400	PS607426	0.45878
PS234200	PS256100	0.45877
PS168000	PS243310	0.45874
PS203300	PS309800	0.4587
PS225750	PS235200	0.45868
PS108300	PS234200	0.45867
PS256300	PS601495	0.45864
PS118220	PS600513	0.45862
PS128100	PS201000	0.4586
PS176670	PS253600	0.45856
PS209900	PS605711	0.45852
PS128100	PS601675	0.45837
PS162400	PS251270	0.45834
PS177900	PS265120	0.45805
PS209900	PS259100	0.45804
PS127000	PS300751	0.45798
PS236730	PS268310	0.45793
PS151660	PS175100	0.45789
PS118450	PS266600	0.45779
PS108600	PS201000	0.45776
PS153100	PS248370	0.45776
PS128100	PS251450	0.45775
PS128100	PS187300	0.45772
PS114580	PS161050	0.45771
PS168600	PS252350	0.45766
PS113900	PS235200	0.45765
PS239300	PS265120	0.45765
PS118450	PS600118	0.4576
PS192500	PS277600	0.45758
PS201000	PS308230	0.45753
PS133100	PS309800	0.45752
PS173900	PS603041	0.45751
PS300009	PS609308	0.45744
PS211530	PS308230	0.45742
PS128100	PS135700	0.45742
PS153100	PS200600	0.45742
PS215100	PS601678	0.45737
PS310300	PS614742	0.45734
PS117550	PS305100	0.45733
PS266900	PS309510	0.45731
PS133100	PS158350	0.45727
PS105250	PS610489	0.45719
PS256520	PS609129	0.45717
PS202700	PS609192	0.45711
PS154500	PS608594	0.45709
PS165500	PS607432	0.45707
PS210600	PS211400	0.45707
PS100300	PS175800	0.45705
PS204000	PS309800	0.45703
PS233400	PS253310	0.457
PS160900	PS227650	0.45697
PS300345	PS601462	0.45693
PS186500	PS601462	0.4569
PS249000	PS601419	0.4569
PS300352	PS609192	0.45689
PS192500	PS208085	0.45688
PS134600	PS239300	0.45683
PS107250	PS164400	0.45682
PS105550	PS163950	0.45681
PS163950	PS256100	0.45676
PS601462	PS607634	0.45672
PS108300	PS266900	0.4567
PS210600	PS310300	0.45667
PS309801	PS600462	0.45661
PS400044	PS600118	0.45659
PS168600	PS193500	0.45657
PS153840	PS163950	0.45655
PS602014	PS607014	0.45652
PS115150	PS132400	0.45649
PS153100	PS209900	0.45647
PS105250	PS259900	0.45646
PS183600	PS614039	0.45642
PS202700	PS607432	0.4564
PS257300	PS265120	0.45636
PS112240	PS175780	0.45627
PS220210	PS612286	0.45622
PS244400	PS603387	0.45619
PS176670	PS185800	0.45617
PS236100	PS248600	0.45606
PS306955	PS609308	0.45605
PS101800	PS128100	0.456
PS160565	PS243310	0.45596
PS601678	PS607596	0.45594
PS135500	PS601419	0.45593
PS276900	PS309801	0.45589
PS108300	PS251200	0.45579
PS256300	PS309800	0.45568
PS308230	PS603041	0.45568
PS135900	PS193100	0.45564
PS107250	PS212065	0.45558
PS147920	PS308230	0.45555
PS175780	PS210600	0.45545
PS300352	PS609129	0.45542
PS201000	PS600721	0.45541
PS601419	PS608583	0.4554
PS277600	PS310700	0.45538
PS249270	PS308240	0.45532
PS153840	PS600118	0.45528
PS168000	PS600512	0.45525
PS213600	PS276700	0.45525
PS242860	PS614675	0.45522
PS183600	PS233400	0.45517
PS159000	PS218330	0.45511
PS173900	PS605711	0.4551
PS175100	PS175780	0.45506
PS117550	PS300345	0.45506
PS268310	PS300009	0.45503
PS151100	PS300352	0.45499
PS308240	PS601678	0.45498
PS164400	PS251450	0.45498
PS116200	PS601675	0.45495
PS114580	PS604931	0.45493
PS210200	PS212065	0.45486
PS107250	PS233400	0.45484
PS257300	PS308230	0.45481
PS253600	PS607634	0.4548
PS601675	PS607634	0.45475
PS235200	PS601495	0.45473
PS119530	PS186500	0.45465
PS186500	PS614039	0.45462
PS117550	PS253600	0.45459
PS135500	PS164400	0.45448
PS266600	PS607426	0.45447
PS101800	PS266900	0.45445
PS220210	PS400044	0.45442
PS300000	PS400044	0.45433
PS118450	PS213300	0.45428
PS168000	PS236100	0.45415
PS135500	PS224050	0.45413
PS272430	PS607426	0.45413
PS163950	PS178600	0.45412
PS105550	PS127000	0.45408
PS151100	PS192500	0.45406
PS120100	PS612286	0.45404
PS300345	PS601675	0.45403
PS101800	PS400044	0.45399
PS204000	PS601675	0.45397
PS117550	PS121200	0.45395
PS300000	PS300009	0.45392
PS276900	PS600118	0.45391
PS224050	PS609129	0.45389
PS224690	PS235200	0.45385
PS214700	PS256450	0.45383
PS187300	PS300345	0.45381
PS136800	PS193900	0.45376
PS136800	PS608808	0.45376
PS122470	PS160120	0.4537
PS118450	PS270300	0.45366
PS121200	PS233400	0.4536
PS101800	PS105550	0.4536
PS135900	PS179850	0.45359
PS235200	PS609060	0.45356
PS249270	PS607014	0.45354
PS119530	PS251270	0.45347
PS118450	PS168000	0.45332
PS115210	PS220210	0.45328
PS310300	PS602483	0.45324
PS200600	PS609060	0.45318
PS182250	PS614080	0.45314
PS251600	PS601462	0.45314
PS160900	PS236100	0.4531
PS168600	PS607634	0.45308
PS252350	PS613155	0.45305
PS214100	PS214700	0.45301
PS304500	PS309801	0.45299
PS104500	PS208085	0.45296
PS185800	PS213300	0.45291
PS193900	PS615040	0.45287
PS193900	PS600512	0.45287
PS157600	PS193900	0.45287
PS608808	PS615040	0.45287
PS157600	PS608808	0.45287
PS600512	PS608808	0.45287
PS108720	PS305100	0.45286
PS256450	PS609308	0.45283
PS256730	PS275200	0.45274
PS252350	PS300352	0.45268
PS176670	PS233400	0.45263
PS105550	PS227650	0.45259
PS101800	PS242300	0.45258
PS158810	PS210600	0.45256
PS252150	PS305100	0.45251
PS158350	PS185800	0.45247
PS147920	PS175100	0.45241
PS112240	PS153840	0.45238
PS242860	PS609308	0.45236
PS105550	PS151100	0.45227
PS135500	PS600630	0.45226
PS256300	PS312170	0.4522
PS257920	PS308230	0.45192
PS254130	PS600118	0.45191
PS113900	PS601678	0.45178
PS153100	PS601419	0.45177
PS222470	PS312080	0.45167
PS134600	PS310300	0.45162
PS163950	PS612286	0.45157
PS168600	PS242860	0.45152
PS182250	PS601419	0.45149
PS158810	PS309801	0.45146
PS208500	PS602014	0.45146
PS276900	PS309800	0.45141
PS604004	PS609129	0.45137
PS257920	PS268000	0.45135
PS168600	PS256100	0.45133
PS119530	PS147950	0.45128
PS116200	PS182250	0.45122
PS257920	PS607086	0.45121
PS121210	PS610489	0.45114
PS604348	PS615040	0.45109
PS136800	PS604348	0.45109
PS157600	PS604348	0.45109
PS600512	PS604348	0.45109
PS213600	PS310300	0.45093
PS147950	PS308350	0.4509
PS104290	PS602014	0.45087
PS132400	PS607596	0.45081
PS145260	PS608594	0.4507
PS251270	PS605389	0.45066
PS107250	PS609060	0.45065
PS147950	PS249500	0.45065
PS193500	PS211400	0.4506
PS254130	PS309510	0.45059
PS190440	PS249270	0.45055
PS256450	PS600630	0.45047
PS253600	PS604233	0.45043
PS256520	PS300352	0.45028
PS275200	PS612286	0.45013
PS132400	PS607594	0.45009
PS118220	PS127550	0.45006
PS118100	PS211400	0.45004
PS213600	PS602014	0.45001
PS265450	PS603387	0.45
PS193000	PS614080	0.44996
PS127550	PS607634	0.44993
PS208085	PS609129	0.44987
PS257920	PS300352	0.44984
PS167200	PS309800	0.44974
PS189800	PS224120	0.44974
PS168000	PS212066	0.44972
PS145260	PS309801	0.44972
PS106600	PS156200	0.44969
PS251200	PS610489	0.44967
PS165500	PS308350	0.44966
PS303350	PS600513	0.44966
PS153100	PS173900	0.44941
PS134600	PS257300	0.4494
PS160700	PS276900	0.44937
PS163950	PS253310	0.44933
PS118220	PS121200	0.44932
PS105550	PS251450	0.44932
PS204000	PS212065	0.44914
PS163950	PS601419	0.44911
PS175780	PS609129	0.44909
PS200600	PS300009	0.44908
PS104500	PS312170	0.44906
PS105250	PS145980	0.44906
PS128100	PS208085	0.44903
PS202200	PS300352	0.44903
PS104500	PS183600	0.44901
PS116200	PS215100	0.449
PS601495	PS612286	0.449
PS128100	PS133100	0.44899
PS104290	PS310500	0.44897
PS118450	PS200600	0.44897
PS208500	PS256730	0.44893
PS157640	PS613038	0.44891
PS160700	PS266900	0.4489
PS610542	PS612286	0.44884
PS151660	PS192600	0.4488
PS127550	PS151623	0.44878
PS211530	PS220290	0.44878
PS131100	PS133100	0.44871
PS159000	PS256520	0.4487
PS233300	PS601675	0.44867
PS183600	PS213300	0.44865
PS276700	PS614039	0.4486
PS128100	PS202700	0.44853
PS101800	PS310300	0.44853
PS234200	PS268000	0.44851
PS108720	PS224050	0.4485
PS131100	PS242300	0.44845
PS309530	PS610489	0.44845
PS256300	PS613155	0.44842
PS276900	PS601390	0.44826
PS210600	PS254800	0.44826
PS168000	PS601390	0.44817
PS121200	PS158600	0.44811
PS158810	PS269500	0.44809
PS131100	PS231050	0.44809
PS135900	PS600513	0.44808
PS249270	PS309530	0.44806
PS133100	PS231050	0.44805
PS193000	PS227650	0.44804
PS231200	PS309800	0.44801
PS173900	PS268310	0.448
PS259700	PS300345	0.44791
PS168000	PS242860	0.44785
PS210200	PS233300	0.44778
PS151100	PS220290	0.44775
PS193500	PS604004	0.44775
PS118220	PS193100	0.44768
PS251450	PS256730	0.44764
PS257920	PS259100	0.44764
PS273750	PS308350	0.44759
PS277300	PS610799	0.44752
PS105400	PS277600	0.44748
PS193100	PS253310	0.4474
PS202200	PS250950	0.44738
PS104290	PS257920	0.44735
PS120100	PS163950	0.44731
PS161050	PS218330	0.44728
PS115210	PS133780	0.44727
PS603387	PS608567	0.44727
PS127000	PS248600	0.44724
PS120100	PS613155	0.44721
PS104290	PS203300	0.4472
PS277600	PS607426	0.44714
PS157600	PS159000	0.44713
PS115150	PS159000	0.44709
PS236730	PS610799	0.44706
PS121210	PS236670	0.44705
PS190440	PS231200	0.44704
PS220400	PS600721	0.44689
PS265450	PS600721	0.44689
PS153100	PS610489	0.44683
PS601462	PS602014	0.44682
PS131100	PS600630	0.44679
PS601678	PS607594	0.44678
PS133780	PS601419	0.44676
PS214700	PS259900	0.44675
PS231050	PS308230	0.44673
PS100300	PS179850	0.44673
PS134600	PS160900	0.44667
PS156610	PS231200	0.44665
PS107250	PS187300	0.44662
PS265450	PS300000	0.4466
PS153100	PS244400	0.44659
PS128100	PS259700	0.44654
PS175780	PS253310	0.44649
PS213300	PS254130	0.44639
PS158810	PS602014	0.44631
PS159000	PS615040	0.44631
PS136520	PS224050	0.44628
PS105550	PS242860	0.44623
PS175800	PS224120	0.44617
PS160565	PS203300	0.44616
PS242860	PS256450	0.44613
PS602483	PS603041	0.44612
PS160120	PS602483	0.4461
PS229200	PS273750	0.446
PS236100	PS308230	0.44597
PS134600	PS214100	0.44595
PS104500	PS233400	0.44594
PS163950	PS224120	0.44591
PS606215	PS614742	0.44583
PS133100	PS600118	0.44582
PS162400	PS163950	0.44579
PS153100	PS163950	0.44578
PS601390	PS605711	0.44577
PS603278	PS614080	0.44572
PS132400	PS254130	0.44565
PS145980	PS309800	0.44559
PS208000	PS212065	0.44559
PS121210	PS127000	0.44552
PS160120	PS615895	0.44552
PS204000	PS214150	0.44543
PS607765	PS614080	0.4454
PS133780	PS609308	0.44539
PS167200	PS300345	0.44532
PS244400	PS614429	0.4453
PS115150	PS204000	0.44529
PS158600	PS209900	0.44523
PS133100	PS613155	0.44521
PS300009	PS600118	0.44512
PS117550	PS254800	0.44512
PS191100	PS605711	0.44507
PS234200	PS248370	0.44499
PS147920	PS183600	0.44498
PS115150	PS265120	0.44495
PS158810	PS236100	0.44494
PS165500	PS215100	0.44488
PS237450	PS607014	0.44485
PS602483	PS608594	0.44478
PS158600	PS249500	0.44472
PS135700	PS166200	0.44469
PS203300	PS256520	0.44467
PS227650	PS254800	0.44467
PS227650	PS601462	0.44466
PS173900	PS220210	0.44464
PS153840	PS191100	0.44458
PS607765	PS609192	0.44454
PS133780	PS603387	0.44446
PS224050	PS601678	0.44443
PS204000	PS312080	0.44441
PS175100	PS213600	0.44435
PS121210	PS162400	0.44427
PS151100	PS175780	0.44427
PS107250	PS191100	0.44427
PS105650	PS251450	0.44427
PS157640	PS602483	0.44426
PS119530	PS228520	0.4442
PS100300	PS158810	0.44414
PS168000	PS239300	0.44413
PS122000	PS236670	0.44413
PS200600	PS236670	0.44412
PS134600	PS158350	0.44401
PS136760	PS248600	0.44385
PS121210	PS158350	0.44383
PS104290	PS160900	0.44382
PS201000	PS308350	0.44369
PS211400	PS224120	0.44358
PS277600	PS608583	0.44355
PS224120	PS609308	0.44355
PS214150	PS609129	0.44347
PS309800	PS603278	0.44345
PS600462	PS609192	0.44343
PS176670	PS251200	0.4434
PS400044	PS601675	0.44338
PS192600	PS244400	0.44331
PS214700	PS607014	0.44331
PS251600	PS259700	0.44331
PS182250	PS208500	0.44328
PS121200	PS225750	0.44326
PS135900	PS270300	0.44319
PS183600	PS212065	0.44311
PS134600	PS609308	0.44307
PS275200	PS306400	0.44305
PS135500	PS175780	0.44301
PS248600	PS300009	0.44292
PS162400	PS248600	0.44287
PS175780	PS601144	0.44285
PS601462	PS604233	0.44278
PS156610	PS276900	0.44277
PS257920	PS609129	0.44276
PS115150	PS248600	0.44274
PS176670	PS203300	0.44269
PS222470	PS236670	0.44268
PS151660	PS179850	0.44267
PS151100	PS158600	0.44265
PS105650	PS212065	0.44262
PS173900	PS604772	0.44259
PS188050	PS604772	0.44259
PS202200	PS308230	0.44257
PS173900	PS608808	0.44252
PS120100	PS248600	0.44252
PS188050	PS608808	0.44251
PS112240	PS162400	0.44247
PS133780	PS300751	0.44246
PS163950	PS400044	0.44244
PS185800	PS613155	0.44235
PS108600	PS310700	0.44229
PS310300	PS607432	0.44227
PS151660	PS601495	0.44226
PS108800	PS118100	0.44224
PS208000	PS309800	0.4422
PS105400	PS151660	0.4422
PS157640	PS214700	0.44214
PS175780	PS256520	0.44213
PS119530	PS127550	0.44213
PS133100	PS604233	0.44213
PS127000	PS265120	0.44213
PS203100	PS224120	0.44204
PS600118	PS605711	0.44203
PS224690	PS308350	0.44202
PS277300	PS607765	0.44197
PS108600	PS193500	0.44196
PS183600	PS600118	0.44196
PS259900	PS600630	0.44182
PS202700	PS257300	0.44182
PS200600	PS312080	0.44182
PS120100	PS147920	0.44171
PS204000	PS312170	0.44168
PS188050	PS614742	0.44167
PS120435	PS235200	0.4416
PS602483	PS607432	0.44158
PS243310	PS248600	0.44157
PS160150	PS602483	0.44156
PS104500	PS135700	0.44155
PS147920	PS213600	0.44154
PS251450	PS305100	0.44154
PS104500	PS252150	0.4415
PS147950	PS607326	0.44134
PS235200	PS310300	0.44126
PS151100	PS608583	0.44124
PS118100	PS214450	0.4412
PS227650	PS309530	0.44117
PS193100	PS600462	0.44114
PS119530	PS128100	0.44109
PS132400	PS135900	0.44102
PS151660	PS212066	0.44102
PS178600	PS607426	0.44102
PS306400	PS310300	0.44092
PS186500	PS607432	0.44091
PS153840	PS243310	0.44089
PS166200	PS213600	0.4408
PS128100	PS602014	0.44075
PS210200	PS212066	0.44072
PS265450	PS306400	0.44066
PS121200	PS251270	0.44065
PS108300	PS259100	0.44062
PS101800	PS182250	0.44062
PS600118	PS612286	0.44061
PS128100	PS609129	0.44059
PS190440	PS259100	0.44056
PS105650	PS607765	0.44054
PS601462	PS610489	0.44054
PS225750	PS266900	0.44052
PS250950	PS310300	0.44047
PS147950	PS613155	0.44046
PS145260	PS603278	0.44041
PS185800	PS259700	0.44037
PS178600	PS242860	0.44037
PS208085	PS608583	0.44036
PS251270	PS601419	0.44035
PS209900	PS308350	0.44033
PS231050	PS605389	0.44029
PS203100	PS236100	0.44017
PS190440	PS601495	0.44017
PS121210	PS609060	0.44008
PS101800	PS601495	0.44004
PS183600	PS233300	0.44004
PS156610	PS168600	0.44003
PS272430	PS300352	0.43997
PS115210	PS277600	0.43993
PS256300	PS308230	0.43982
PS157640	PS235200	0.4398
PS248370	PS604931	0.4398
PS122470	PS300352	0.43979
PS269500	PS612286	0.43978
PS153100	PS187300	0.43978
PS120100	PS615040	0.43976
PS201000	PS607765	0.43973
PS305100	PS308350	0.43967
PS203300	PS209900	0.43963
PS182250	PS227650	0.43962
PS203300	PS250950	0.4396
PS202700	PS239300	0.43957
PS156200	PS203300	0.43951
PS108300	PS609308	0.43946
PS119530	PS609060	0.43946
PS182250	PS310500	0.43943
PS104290	PS193500	0.43941
PS248370	PS607765	0.43939
PS209900	PS601462	0.43938
PS112240	PS160120	0.43938
PS153840	PS158350	0.43934
PS123100	PS182250	0.43934
PS122000	PS182250	0.43929
PS145260	PS158350	0.43928
PS120100	PS605711	0.43926
PS147950	PS200600	0.43922
PS115200	PS118100	0.43918
PS309801	PS600165	0.43915
PS182250	PS608594	0.43915
PS100300	PS147950	0.43912
PS266900	PS600165	0.43908
PS116200	PS269500	0.43908
PS248370	PS308350	0.43907
PS202200	PS266600	0.43902
PS153100	PS607014	0.43902
PS105650	PS310300	0.43895
PS211400	PS269500	0.43893
PS127000	PS203300	0.43893
PS160900	PS300345	0.4389
PS167200	PS614080	0.43887
PS224120	PS600118	0.43878
PS145980	PS187300	0.43871
PS229200	PS607596	0.4387
PS211400	PS215100	0.43868
PS224690	PS601419	0.43867
PS151660	PS606215	0.43865
PS157640	PS306400	0.43859
PS607765	PS614675	0.43859
PS257300	PS604233	0.43856
PS229200	PS272430	0.43855
PS193000	PS309800	0.43854
PS191100	PS614429	0.4385
PS188050	PS225750	0.4385
PS193500	PS224050	0.43846
PS112240	PS224120	0.43843
PS186500	PS309801	0.43841
PS201000	PS211400	0.43838
PS308240	PS602014	0.43838
PS203300	PS220210	0.43838
PS153840	PS309800	0.43836
PS145260	PS160565	0.43834
PS168600	PS601390	0.43833
PS167200	PS228520	0.4383
PS120100	PS122470	0.43826
PS233400	PS304500	0.43825
PS100300	PS188050	0.43821
PS132400	PS133780	0.43819
PS254800	PS601675	0.43819
PS213300	PS214450	0.43809
PS160150	PS200600	0.43805
PS163950	PS204000	0.43804
PS400044	PS601390	0.43797
PS214450	PS600462	0.43791
PS213600	PS242860	0.43783
PS153100	PS254130	0.43781
PS211400	PS224690	0.43778
PS211400	PS276700	0.43778
PS256450	PS601419	0.43775
PS128100	PS607086	0.43774
PS135900	PS182250	0.4377
PS273750	PS308230	0.43763
PS191100	PS606215	0.43756
PS260370	PS306955	0.43754
PS101800	PS256450	0.43744
PS124900	PS211530	0.43739
PS136520	PS257920	0.43736
PS118100	PS203300	0.43731
PS153100	PS603041	0.43726
PS209900	PS610542	0.4371
PS224120	PS253600	0.43708
PS120435	PS145980	0.43705
PS215100	PS254800	0.43691
PS151660	PS166200	0.43684
PS208000	PS601419	0.43682
PS273750	PS612286	0.43679
PS193500	PS251200	0.43678
PS266600	PS272430	0.43678
PS153100	PS227650	0.43677
PS276700	PS609308	0.43675
PS115210	PS601419	0.43674
PS135500	PS209900	0.43673
PS210600	PS603278	0.43671
PS248600	PS259900	0.43667
PS183600	PS213600	0.43667
PS118450	PS312170	0.43664
PS158600	PS601678	0.43657
PS254800	PS310300	0.43657
PS121210	PS613038	0.43651
PS158810	PS613038	0.4365
PS156200	PS185800	0.43641
PS113900	PS220210	0.43641
PS167200	PS233400	0.4364
PS135900	PS168600	0.4364
PS109730	PS603387	0.43637
PS147950	PS164400	0.43625
PS213300	PS256450	0.43623
PS115210	PS168000	0.43621
PS213300	PS300345	0.4362
PS156610	PS249270	0.4362
PS101800	PS235200	0.43619
PS147950	PS604004	0.43617
PS160700	PS236670	0.43616
PS118220	PS252350	0.43615
PS214450	PS224120	0.43608
PS175100	PS179850	0.43601
PS256450	PS310300	0.43594
PS227650	PS600721	0.43593
PS212066	PS254130	0.43591
PS236670	PS276900	0.4358
PS115150	PS168600	0.43578
PS164400	PS276700	0.43576
PS163950	PS276900	0.43575
PS193100	PS607765	0.43571
PS201000	PS607426	0.43565
PS175100	PS272430	0.43564
PS265450	PS310300	0.4356
PS118450	PS190440	0.43559
PS147950	PS312170	0.43547
PS182250	PS214450	0.43543
PS227650	PS300345	0.43537
PS164400	PS275200	0.43529
PS147920	PS609129	0.43524
PS211530	PS300345	0.43508
PS211530	PS266600	0.43505
PS158600	PS208500	0.43503
PS224120	PS602014	0.43503
PS160900	PS257300	0.43502
PS120100	PS276700	0.435
PS117550	PS249270	0.43493
PS127000	PS175780	0.4349
PS168600	PS214150	0.43489
PS609192	PS612286	0.43481
PS160565	PS276700	0.43478
PS105250	PS607765	0.43474
PS192500	PS244400	0.43469
PS192500	PS607594	0.43469
PS158600	PS273750	0.43463
PS276900	PS601495	0.43447
PS107970	PS118100	0.43445
PS145260	PS609192	0.43445
PS600462	PS614080	0.43443
PS158350	PS204000	0.43439
PS107250	PS180849	0.43438
PS112240	PS300352	0.43434
PS244400	PS249500	0.43431
PS119530	PS251200	0.43429
PS175100	PS610489	0.43424
PS147920	PS266600	0.43423
PS115210	PS600630	0.43422
PS161800	PS167200	0.4342
PS222470	PS233400	0.43417
PS312080	PS607765	0.43416
PS249500	PS603041	0.43415
PS259700	PS277450	0.43412
PS128100	PS602483	0.43408
PS145260	PS250950	0.43402
PS600513	PS602014	0.434
PS609060	PS610489	0.43393
PS167200	PS249500	0.43388
PS211400	PS253310	0.43381
PS109730	PS601419	0.4338
PS158810	PS256730	0.43371
PS176670	PS614429	0.43371
PS106600	PS257300	0.43371
PS162000	PS601390	0.43368
PS193500	PS208500	0.43356
PS191100	PS237450	0.43356
PS166200	PS300345	0.43349
PS154500	PS212065	0.43346
PS187950	PS259700	0.43345
PS235200	PS249270	0.43345
PS208085	PS220400	0.43343
PS122470	PS249270	0.43339
PS190440	PS208000	0.43335
PS123100	PS253600	0.43328
PS131100	PS214450	0.43326
PS193500	PS249500	0.43325
PS147950	PS236670	0.43323
PS158810	PS249000	0.43317
PS176670	PS607596	0.43314
PS127000	PS168600	0.43308
PS256300	PS300000	0.43304
PS108720	PS157640	0.43296
PS309510	PS612286	0.43289
PS202700	PS303350	0.43281
PS602483	PS609060	0.43279
PS162400	PS259100	0.43277
PS160565	PS203100	0.43269
PS163950	PS252350	0.43267
PS168600	PS175100	0.43265
PS249270	PS610489	0.43264
PS187300	PS604931	0.43258
PS114580	PS610489	0.43251
PS607086	PS608594	0.43249
PS156200	PS256450	0.43234
PS211400	PS614080	0.4322
PS120100	PS265120	0.43218
PS252350	PS613038	0.43218
PS119530	PS191100	0.43214
PS209900	PS248600	0.43212
PS257920	PS612286	0.43187
PS108600	PS276700	0.43168
PS118220	PS259100	0.43167
PS154500	PS220290	0.43164
PS607426	PS608808	0.43164
PS248370	PS600462	0.43163
PS157600	PS160150	0.43159
PS266900	PS312170	0.43158
PS253310	PS306400	0.43154
PS212066	PS266600	0.43153
PS112240	PS136520	0.43148
PS119530	PS603387	0.43146
PS309530	PS604233	0.43143
PS231200	PS257300	0.43142
PS145260	PS241550	0.43141
PS241550	PS270300	0.43141
PS100300	PS601495	0.43135
PS186500	PS224050	0.43125
PS277450	PS306400	0.43121
PS220210	PS241550	0.43119
PS175780	PS182250	0.43114
PS300633	PS309510	0.43112
PS193500	PS224690	0.43111
PS213300	PS251600	0.43108
PS163950	PS609129	0.43108
PS100300	PS104500	0.43101
PS227650	PS248600	0.43099
PS106600	PS193500	0.43098
PS105400	PS218330	0.43094
PS104290	PS601675	0.43093
PS105650	PS225750	0.43093
PS310300	PS615040	0.43086
PS242300	PS309510	0.43084
PS120100	PS236670	0.43078
PS107250	PS614039	0.43076
PS233400	PS600513	0.43073
PS309530	PS601462	0.43073
PS151660	PS158600	0.43072
PS175100	PS218330	0.43071
PS160900	PS177900	0.43066
PS236730	PS248600	0.43065
PS187950	PS306400	0.43061
PS147950	PS193500	0.43057
PS105250	PS135500	0.43056
PS118450	PS180849	0.43055
PS214150	PS600721	0.43051
PS259900	PS601390	0.43045
PS108300	PS231200	0.43041
PS222470	PS607596	0.43034
PS115210	PS120100	0.43033
PS105400	PS609129	0.43025
PS183600	PS601495	0.4302
PS134600	PS220210	0.43017
PS257920	PS300009	0.42999
PS108800	PS607594	0.42999
PS183600	PS309530	0.42994
PS161800	PS178600	0.42984
