PS_i	PS_j	Sim_BP	Sim_CC	Sim_MF	Sim_GO_max
PS218330	PS252150	0.20274	0.5794	0.11959	0.5794
PS136500	PS213300	0.57933	0.33388	0.16742	0.57933
PS242860	PS609129	0.54784	0.57932	0.49984	0.57932
PS157600	PS187300	0.5793	0.07973	0.29063	0.5793
PS243310	PS603513	0.57929	0.49812	0.30159	0.57929
PS277450	PS607432	0.57926	0.3102	0.43535	0.57926
PS183600	PS265120	0.57925		0.20383	0.57925
PS189800	PS256300	0.57924	0.48183		0.57924
PS225750	PS310300	0.57098	0.57924	0.21779	0.57924
PS203100	PS604004	0.29677	0.57923		0.57923
PS158350	PS605711	0.23359	0.57921	0.54884	0.57921
PS189800	PS601462	0.57921	0.37172		0.57921
PS224690	PS305100	0.52162	0.57917	0.25964	0.57917
PS174050	PS175800	0.34959	0.57916	0.11959	0.57916
PS151660	PS607634	0.51226	0.57912	0.16742	0.57912
PS218330	PS277180	0.57909	0.23945	0	0.57909
PS214100	PS300352	0.20156	0.57906	0	0.57906
PS266600	PS305100	0.57904	0.08215	0.17593	0.57904
PS225750	PS602014	0.33477	0.28201	0.57897	0.57897
PS100300	PS117550	0.57892	0.27945	0.23174	0.57892
PS212066	PS300352	0.57888	0.57519	0	0.57888
PS175780	PS212066	0.36222	0.57883	0.26389	0.57883
PS108720	PS215100	0.57882	0.38012		0.57882
PS179850	PS600630	0.5788	0.44198	0.54912	0.5788
PS121200	PS163950	0.57878	0.39509	0.15578	0.57878
PS305100	PS604364	0.57878	0.44441	0.26389	0.57878
PS605389	PS614080	0.57873	0.54776	0.21112	0.57873
PS231050	PS249500	0.57871	0	0.22255	0.57871
PS161050	PS220210	0.18794	0.5787	0.2446	0.5787
PS164400	PS614675	0.0922	0.57869	0.52783	0.57869
PS604233	PS605432	0.57866	0.46848	0.09567	0.57866
PS166200	PS310700	0.57863	0.21171		0.57863
PS118100	PS211400	0.57862	0.39693	0.27267	0.57862
PS176670	PS615419	0.5786	0.07841	0.30575	0.5786
PS157600	PS215100	0.46261	0.57859	0.22931	0.57859
PS104290	PS600630	0.57858	0.41047	0.46507	0.57858
PS204000	PS607634	0.28691	0.57858	0.16742	0.57858
PS310700	PS604348	0.57858	0.30075		0.57858
PS106600	PS259900	0.3287	0.57857	0.28482	0.57857
PS266900	PS604931	0.15855	0.57856	0	0.57856
PS136760	PS277180	0.57855	0.1822	0	0.57855
PS257920	PS603278	0.5785	0.2884	0.13394	0.5785
PS128100	PS603513	0.24258	0.57849	0.19473	0.57849
PS167250	PS222470	0.55314	0.57849	0.16742	0.57849
PS132400	PS193100	0.47154	0.57846	0	0.57846
PS257300	PS300009	0.07931	0.57843	0.16742	0.57843
PS176670	PS300345	0.38614	0.57842	0.23174	0.57842
PS157600	PS256100	0.57841	0.34201	0.30575	0.57841
PS236730	PS615895	0.57841	0.1655	0.26389	0.57841
PS115210	PS605711	0.31046	0.57838	0.33342	0.57838
PS116200	PS300352	0.57836	0.48283	0	0.57836
PS193000	PS249500	0.57832	0.22018	0.2446	0.57832
PS248370	PS614675	0.05297	0.5783	0.16742	0.5783
PS134600	PS310700	0.57824	0.22757		0.57824
PS300352	PS309530	0.43911	0.57823	0.36279	0.57823
PS604772	PS609161	0.57823	0.30071	0.51114	0.57823
PS182250	PS257300	0.23744	0.57817	0.20601	0.57817
PS231050	PS607596	0.57815	0	0.1917	0.57815
PS190440	PS268000	0.57814	0.20605	0.53969	0.57814
PS257920	PS602014	0.57808	0	0.37674	0.57808
PS277180	PS614039	0.28317	0.57808	0	0.57808
PS158350	PS601764	0.46892	0.57806	0	0.57806
PS227650	PS265120	0.57806	0.41409	0.4459	0.57806
PS607432	PS614675	0.09216	0.57804	0.46185	0.57804
PS601390	PS604364	0.57803	0.1146	0.12557	0.57803
PS117550	PS248600	0.57802	0.3967	0.12982	0.57802
PS109730	PS208000	0.57755	0.19008	0.57801	0.57801
PS134600	PS601678	0.57799	0.13447	0.10045	0.57799
PS233400	PS277450	0.57799	0.46833	0.46644	0.57799
PS143880	PS210200	0.57798	0.44015	0.11959	0.57798
PS174050	PS606215	0.42415	0.57798	0.21925	0.57798
PS224120	PS400044	0.37112	0.50351	0.57798	0.57798
PS220210	PS278300	0.17732	0.57796	0.23174	0.57796
PS136800	PS310300	0.57792	0.48163	0.35186	0.57792
PS160900	PS265120	0.32388	0.57792	0.19473	0.57792
PS112240	PS610489	0.18523	0.5779	0.21839	0.5779
PS178600	PS239300	0.41188	0.57789	0	0.57789
PS236670	PS601678	0.40498	0.57789	0.28691	0.57789
PS277450	PS304500	0.57789	0.45801	0.27209	0.57789
PS257300	PS609192	0.57787	0.39078	0.27778	0.57787
PS121210	PS122470	0.57786	0.52734	0.30464	0.57786
PS104500	PS210600	0.57785	0.0861	0.19863	0.57785
PS132400	PS304500	0.57784	0.14786	0	0.57784
PS158810	PS202700	0.53965	0.57783	0.35186	0.57783
PS202700	PS254090	0.52558	0.57783	0.35186	0.57783
PS158810	PS160700	0.57782	0.47382	0.25964	0.57782
PS107250	PS600462	0.31504	0.5778	0	0.5778
PS271930	PS601462	0.47465	0.5778	0.13952	0.5778
PS275200	PS601678	0.5778	0.16949	0.09848	0.5778
PS120100	PS153840	0.57779	0.25047	0.13952	0.57779
PS211400	PS212065	0.09984	0.57778	0	0.57778
PS254130	PS276900	0.1524	0.57778	0.30575	0.57778
PS154500	PS277600	0.3858	0.21378	0.57776	0.57776
PS215100	PS614372	0.21231	0	0.57776	0.57776
PS227650	PS607426	0.32589	0.53225	0.57776	0.57776
PS300345	PS607426	0.32255	0.46831	0.57776	0.57776
PS312080	PS607426	0.47937	0.51796	0.57776	0.57776
PS607426	PS607432	0.28028	0.40047	0.57776	0.57776
PS210200	PS224120	0.28814	0.44535	0.57775	0.57775
PS210200	PS310500	0.13811	0.2348	0.57775	0.57775
PS266900	PS608594	0.57774	0.49996	0.35186	0.57774
PS312170	PS614039	0.26871	0.56611	0.57772	0.57772
PS209900	PS249500	0.52205	0.57769	0.27785	0.57769
PS305100	PS600721	0.27379	0.57769	0.13394	0.57769
PS310500	PS605432	0.57766	0.15858	0.16742	0.57766
PS251200	PS603387	0.54499	0.57765	0.30159	0.57765
PS277180	PS603387	0.561	0.57764	0	0.57764
PS107250	PS610542	0.5776	0.42287	0.10763	0.5776
PS133780	PS607014	0.52689	0.57758	0.08371	0.57758
PS128100	PS250950	0.57757	0.57386	0.49904	0.57757
PS100300	PS300352	0.57751	0.53156	0	0.57751
PS277450	PS278300	0.57745	0.41909	0.36279	0.57745
PS136800	PS202200	0.57744	0.24644	0.30575	0.57744
PS190440	PS252350	0.57743	0	0.51487	0.57743
PS190440	PS265120	0.5017	0.57743	0.11161	0.57743
PS603041	PS603278	0.51863	0.47948	0.57742	0.57742
PS145260	PS153840	0.57739	0.49104	0.06976	0.57739
PS200600	PS256520	0.50796	0.57739	0	0.57739
PS100300	PS312170	0.43144	0.57737	0.13589	0.57737
PS147920	PS174050	0.38495	0.57736	0.22255	0.57736
PS151623	PS602014	0.57736	0.37154	0.38538	0.57736
PS233300	PS616814	0.57736	0.49165		0.57736
PS161800	PS309530	0.57734	0.55875	0.27178	0.57734
PS174050	PS222470	0.27843	0.57732	0.16742	0.57732
PS308350	PS607014	0.5773	0.45777	0.07175	0.5773
PS157600	PS213300	0.57726	0.27769	0.30575	0.57726
PS190440	PS615952	0.57724	0.30661	0.16742	0.57724
PS153100	PS193900	0.57721	0.22157	0	0.57721
PS233400	PS609129	0.57721	0.51731	0.41546	0.57721
PS176670	PS203100	0.57719	0.53195	0.17471	0.57719
PS212065	PS601495	0.31275	0.57719	0	0.57719
PS607411	PS614080	0.57718	0.32177	0.26389	0.57718
PS158600	PS310500	0.11052	0.57714	0.30575	0.57714
PS105400	PS609060	0.47985	0.57713	0.44842	0.57713
PS105650	PS135500	0.51244	0.57713	0.17309	0.57713
PS117550	PS187950	0.57713	0.22224	0.30575	0.57713
PS193900	PS600721	0.32611	0.57708	0	0.57708
PS309530	PS310700	0.57703	0.25423		0.57703
PS109730	PS610542	0.5211	0.57702	0.12176	0.57702
PS160700	PS250950	0.50799	0.57696	0.21566	0.57696
PS122470	PS224120	0.55995	0.57694	0.53417	0.57694
PS153840	PS161800	0.57694	0.06765	0.13952	0.57694
PS160120	PS276700	0.57691	0.31421	0.28691	0.57691
PS122470	PS136500	0.5769	0.47018	0.16742	0.5769
PS218330	PS252350	0.57689	0.49412	0.27808	0.57689
PS252150	PS308230	0.57686	0.41843	0.44371	0.57686
PS304500	PS308350	0.57686	0.34827	0.19721	0.57686
PS159000	PS249270	0.57681	0.41261	0.05581	0.57681
PS220210	PS604772	0.47801	0.57678	0.33342	0.57678
PS180849	PS277180	0.57677	0.25938	0	0.57677
PS210200	PS257920	0.36178	0	0.57673	0.57673
PS210600	PS242300	0.50751	0.35332	0.57673	0.57673
PS215100	PS257920	0.47727	0	0.57673	0.57673
PS300345	PS613155	0.50151	0.56738	0.57673	0.57673
PS607432	PS613155	0.46909	0.36564	0.57673	0.57673
PS258150	PS608594	0.57658	0.4856	0.30575	0.57658
PS160565	PS607426	0	0.57656	0.22786	0.57656
PS134600	PS161800	0.57655	0.36711	0.36503	0.57655
PS203100	PS615895	0.57655	0.44769	0.47284	0.57655
PS161050	PS601678	0.3039	0.57653	0.56087	0.57653
PS169150	PS603513	0.03635	0.57653		0.57653
PS176670	PS202200	0.57653	0.34164	0.30575	0.57653
PS193100	PS605711	0.18108	0.30537	0.57651	0.57651
PS278300	PS604169	0.29582	0.43276	0.57651	0.57651
PS270300	PS610799	0.57649	0.42176	0.26207	0.57649
PS251270	PS600721	0.34809	0.57645	0.13022	0.57645
PS249000	PS610542	0.28893	0.57636	0.08371	0.57636
PS105400	PS604931	0.28817	0.57635	0	0.57635
PS208085	PS300633	0.57632	0.43016		0.57632
PS212066	PS249000	0.19414	0.57631	0.35186	0.57631
PS249500	PS614742	0.5763	0.41019	0.40694	0.5763
PS133100	PS608808	0.57629			0.57629
PS112240	PS209900	0.19209	0.57627	0.33342	0.57627
PS147950	PS259100	0.08889	0.57626		0.57626
PS214450	PS605432	0.57625	0.32411	0.44611	0.57625
PS161800	PS211400	0.57623	0.20184	0.26531	0.57623
PS273750	PS600462	0.20152	0.57621	0	0.57621
PS601678	PS605389	0.56759	0.57618	0.09301	0.57618
PS133780	PS212065	0.55758	0.57617	0	0.57617
PS122470	PS132400	0.57616	0.25306	0	0.57616
PS214100	PS249000	0.54726	0.57616	0.35186	0.57616
PS258150	PS312170	0.40488	0.57615	0.15287	0.57615
PS147950	PS208085	0.49531	0.57613	0.26389	0.57613
PS242300	PS604348	0.5761	0.35869	0.40095	0.5761
PS180849	PS608594	0.57608	0.46802	0.17792	0.57608
PS278300	PS309510	0.57605	0.4101	0.51017	0.57605
PS123100	PS190300	0.38978	0.57604	0.23758	0.57604
PS124900	PS603513	0.27543	0.57603	0.30575	0.57603
PS204000	PS603041	0.57602	0.36208	0.1917	0.57602
PS605711	PS608808	0.57601			0.57601
PS200600	PS251270	0.36197	0.576	0.3194	0.576
PS101800	PS615895	0.50627	0.3722	0.57597	0.57597
PS108600	PS167250	0.26386	0.45834	0.57597	0.57597
PS108720	PS251200	0.57597	0.32625		0.57597
PS276700	PS309510	0.44135	0.52614	0.57597	0.57597
PS300751	PS607634	0.45222	0.57595	0.13952	0.57595
PS214100	PS609192	0.57593	0.57103	0.27778	0.57593
PS120435	PS211400	0.50681	0.57587	0.18636	0.57587
PS300000	PS300009	0	0.57587		0.57587
PS117550	PS277450	0.57583	0.30298	0	0.57583
PS175800	PS228520	0.57582	0.37433	0.37778	0.57582
PS236100	PS609060	0.44741	0.5758	0.50462	0.5758
PS108720	PS158600	0.57577	0.55535		0.57577
PS120435	PS600721	0.32836	0.57577	0.51685	0.57577
PS160700	PS604364	0.57575	0.38173	0.22255	0.57575
PS101800	PS158600	0.13806	0.57571	0.30575	0.57571
PS251200	PS277450	0.39485	0.5757	0	0.5757
PS105550	PS249270	0.57564	0.3318	0.06976	0.57564
PS214150	PS300352	0.57564	0.51926	0.4186	0.57564
PS212066	PS601764	0.48419	0.57562	0	0.57562
PS136500	PS308230	0.57555	0.22607	0.1435	0.57555
PS303350	PS603513	0.3724	0.57555	0.20383	0.57555
PS193900	PS308240	0.57554	0.50175	0	0.57554
PS243310	PS615895	0.57552	0.34044	0.4462	0.57552
PS134600	PS600630	0.57549	0.27746	0.30159	0.57549
PS251600	PS256730	0.57546	0.27195	0.27808	0.57546
PS114580	PS254130	0.06292	0.57544	0.28392	0.57544
PS105550	PS309801	0.57541	0.50406	0.51278	0.57541
PS117550	PS309801	0.57538	0.37507	0.13394	0.57538
PS266600	PS615952	0.57535	0.5234	0.21424	0.57535
PS178600	PS251450	0.35129	0.57532	0	0.57532
PS275200	PS608808	0.57529			0.57529
PS151660	PS157600	0.57528	0.44383	0.30575	0.57528
PS236730	PS243310	0.57526	0.3171	0.30159	0.57526
PS136800	PS603387	0.49137	0.57525	0.30159	0.57525
PS600462	PS606215	0.21015	0.57517	0	0.57517
PS160900	PS604348	0.38614	0.57514	0.52783	0.57514
PS122470	PS157600	0.57512	0.3833	0.30575	0.57512
PS203300	PS300000	0.43363	0.5751		0.5751
PS248370	PS256100	0.47453	0.5751	0.16742	0.5751
PS113900	PS607014	0.34666	0.57509	0.08371	0.57509
PS124900	PS607426	0.17424	0.57506	0.20019	0.57506
PS160150	PS601198	0.57506	0.28746	0.28392	0.57506
PS188550	PS615952	0.57504	0.0575		0.57504
PS193900	PS309530	0.32196	0.57504	0	0.57504
PS158350	PS601390	0.2329	0.42043	0.57503	0.57503
PS276700	PS604772	0.22248	0.3745	0.57503	0.57503
PS151660	PS603513	0.28931	0.57502	0.33342	0.57502
PS266600	PS610542	0.40043	0.575	0.04783	0.575
PS605432	PS609161	0.575	0.19246	0.11959	0.575
PS167200	PS254800	0.57499	0.46437	0.21112	0.57499
PS158600	PS191100	0.5417	0.57497	0.29993	0.57497
PS143880	PS160700	0.57495	0.44046	0.16742	0.57495
PS259900	PS266900	0.24387	0.57494	0.27785	0.57494
PS192500	PS310700	0.57491	0.15151		0.57491
PS105400	PS256520	0.39373	0.57482	0	0.57482
PS106600	PS277180	0.57479	0.32885	0	0.57479
PS136800	PS231200	0.57477	0.3029	0.23174	0.57477
PS160900	PS614429	0.32459	0.57477	0.42542	0.57477
PS145980	PS244400	0.57476	0.43175	0.20383	0.57476
PS175800	PS224120	0.57476	0.39896	0.4513	0.57476
PS227650	PS310500	0.57476	0.24343	0.22255	0.57476
PS222470	PS260370	0.40107	0.57472	0.13394	0.57472
PS251270	PS251450	0.28661	0.57472	0	0.57472
PS123100	PS300352	0.5747	0.47592	0	0.5747
PS167250	PS614742	0.56491	0.52253	0.5747	0.5747
PS175100	PS300009	0.09979	0.5747	0.13394	0.5747
PS604772	PS614742	0.44746	0.38868	0.5747	0.5747
PS154500	PS604233	0.40275	0.57469	0.15155	0.57469
PS615040	PS615774	0.05483	0.57467		0.57467
PS168000	PS275200	0.37615	0.57463	0.47061	0.57463
PS250950	PS605389	0.5746	0.53124	0.2446	0.5746
PS211400	PS615774	0.04825	0.57459		0.57459
PS614080	PS615952	0.46747	0.57457	0.24994	0.57457
PS165500	PS249500	0.49031	0.57455	0.43055	0.57455
PS136500	PS250950	0.57446	0.33617	0.13394	0.57446
PS153840	PS193000	0.46152	0.57444	0.12557	0.57444
PS609129	PS615952	0.46013	0.57444	0.30575	0.57444
PS178600	PS607014	0.57443	0.39979	0.10654	0.57443
PS236670	PS251270	0.37243	0.57439	0.10654	0.57439
PS162000	PS615895	0.57436	0.2201	0.23174	0.57436
PS164400	PS233400	0.57435	0.36509	0.5507	0.57435
PS105250	PS156200	0.57434	0.06789	0.21566	0.57434
PS167200	PS202200	0.57429	0.28654	0.21112	0.57429
PS257920	PS265450	0.57427	0	0.51278	0.57427
PS273750	PS610799	0.47488	0.57427	0.33342	0.57427
PS607014	PS614429	0.48078	0.57417	0.0877	0.57417
PS249000	PS607426	0.2265	0.57415	0.20838	0.57415
PS104500	PS249500	0.57413	0.0638	0.2446	0.57413
PS208085	PS225750	0.3181	0.57413	0.17309	0.57413
PS250950	PS604348	0.5741	0.44798	0.23174	0.5741
PS120435	PS188550	0.57409	0.24859		0.57409
PS268310	PS614080	0.4234	0.57408	0.28695	0.57408
PS126800	PS605389	0.57407	0.16497	0.30575	0.57407
PS210200	PS233300	0.57403	0.37797	0.51996	0.57403
PS251200	PS277600	0.57402	0.17605	0.22255	0.57402
PS105250	PS303350	0.42265	0.57399	0.17471	0.57399
PS118100	PS153840	0.57393	0.31812	0.14649	0.57393
PS126800	PS162400	0.57393	0.1704	0.18927	0.57393
PS202200	PS213300	0.57388	0.44514	0.30575	0.57388
PS113900	PS603513	0.1889	0.57384	0.24994	0.57384
PS108600	PS190440	0.14891	0.1592	0.57383	0.57383
PS108600	PS601390	0.31829	0.31593	0.57383	0.57383
PS190440	PS234200	0.12342	0.41195	0.57383	0.57383
PS190440	PS276700	0.17772	0.45663	0.57383	0.57383
PS190440	PS601462	0.54626	0.43578	0.57383	0.57383
PS234200	PS601390	0.30211	0.31014	0.57383	0.57383
PS259700	PS276700	0.3069	0.56151	0.57383	0.57383
PS269500	PS276700	0.4183	0.19302	0.57383	0.57383
PS276700	PS276900	0.22591	0.34188	0.57383	0.57383
PS135700	PS600512		0.57382	0.1435	0.57382
PS167250	PS600512		0.57382	0.16742	0.57382
PS200600	PS600512		0.57382	0.16742	0.57382
PS200600	PS614372	0.27371	0.57382	0.19863	0.57382
PS600512	PS607432		0.57382	0.13394	0.57382
PS607432	PS614372	0.34373	0.57382	0.53588	0.57382
PS174050	PS312170	0.38415	0.57381	0.15287	0.57381
PS165500	PS176670	0.5738	0.51242	0.13952	0.5738
PS168600	PS608808	0.57379			0.57379
PS169150	PS609308	0.57378	0.39951		0.57378
PS168000	PS272430	0.57375	0.51283	0.26987	0.57375
PS175100	PS601678	0.07978	0.57374	0.32179	0.57374
PS224690	PS609308	0.57372	0.43928	0.1435	0.57372
PS174050	PS242860	0.30221	0.57369	0.21566	0.57369
PS136800	PS162000	0.57368	0.28573	0.27808	0.57368
PS190440	PS604233	0.55963	0.57368	0.09567	0.57368
PS201000	PS251270	0.52621	0.57368	0.3194	0.57368
PS308240	PS613280	0.33066	0.57367	0	0.57367
PS308240	PS615419	0.28777	0.57367	0.19863	0.57367
PS242300	PS244400	0.57364	0.27863	0.11161	0.57364
PS163950	PS603513	0.23253	0.57363	0.22255	0.57363
PS142690	PS605432	0.5736	0.49563	0.12557	0.5736
PS135700	PS229200	0.24758	0.32634	0.57359	0.57359
PS229200	PS243310	0.23085	0.27354	0.57359	0.57359
PS600513	PS613155	0.46452	0.57358	0.21453	0.57358
PS112240	PS300751	0.22028	0.57357	0.22255	0.57357
PS176670	PS604931	0.27353	0.57356	0	0.57356
PS188050	PS310700	0.57354	0.23602		0.57354
PS400044	PS607014	0.51287	0.57353	0.38371	0.57353
PS178600	PS300352	0.57352	0.48015	0	0.57352
PS187950	PS193900	0.5735	0.36616	0	0.5735
PS229200	PS248370	0.50718	0.57348	0.16742	0.57348
PS248370	PS607411	0.47165	0.57348	0.16742	0.57348
PS203300	PS310500	0.57346	0.56695	0.30575	0.57346
PS136800	PS601764	0.57344	0.32524	0	0.57344
PS109730	PS609060	0.45267	0.57342	0.53048	0.57342
PS151660	PS266600	0.57338	0.24435	0.20838	0.57338
PS211400	PS269500	0.57338	0.37946	0.21424	0.57338
PS236100	PS600630	0.3716	0.57338	0.21693	0.57338
PS115150	PS607634	0.47555	0.57337	0.07325	0.57337
PS252350	PS310700	0.57337	0.19778		0.57337
PS131100	PS300352	0.41736	0.50839	0.57331	0.57331
PS133100	PS608594	0.5733	0.48965	0.26207	0.5733
PS231050	PS603041	0.57328	0	0.42418	0.57328
PS259100	PS603513	0	0.57323		0.57323
PS118220	PS601198	0.57322	0.34225	0.41495	0.57322
PS157640	PS608567	0.5732	0.43932	0.14377	0.5732
PS248370	PS616814	0.41688	0.57319		0.57319
PS257300	PS609060	0.21751	0.57319	0.13952	0.57319
PS151660	PS277180	0.50842	0.57315	0	0.57315
PS259100	PS610489	0.09651	0.57312		0.57312
PS126800	PS609308	0.57308	0.15397	0.13394	0.57308
PS135700	PS609620	0.51097	0.57305	0.38149	0.57305
PS233400	PS605389	0.57303	0.36838	0.22931	0.57303
PS265120	PS601462	0.41483	0.57302	0.37673	0.57302
PS601390	PS614742	0.22186	0.14481	0.57299	0.57299
PS211530	PS253310	0.53557	0.57296	0	0.57296
PS134600	PS190440	0.57293	0	0.16742	0.57293
PS104290	PS167200	0.57292	0.41597	0.18078	0.57292
PS208000	PS610799	0.57288	0.19945	0.45284	0.57288
PS174050	PS266900	0.30689	0.57286	0.35186	0.57286
PS231050	PS309801	0.57286	0	0.13952	0.57286
PS105400	PS615774	0.12272	0.57284		0.57284
PS123100	PS257920	0.57284	0	0.10654	0.57284
PS168000	PS187300	0.57282	0.38616	0.22529	0.57282
PS308350	PS607634	0.48376	0.57277	0.10045	0.57277
PS158600	PS614675	0.04414	0.57276	0.28599	0.57276
PS256450	PS601390	0.39458	0.57269	0.44177	0.57269
PS175780	PS615895	0.57267	0.23602	0.21112	0.57267
PS121200	PS176670	0.57265	0.08847	0.17593	0.57265
PS121200	PS600165		0.57263		0.57263
PS136800	PS244400	0.57262	0.4292	0.30575	0.57262
PS160900	PS614372	0.44802	0	0.57262	0.57262
PS308240	PS605711	0.128	0.39934	0.57262	0.57262
PS189800	PS231200	0.5726	0.4473		0.5726
PS242860	PS609620	0.5726	0.27696	0.33314	0.5726
PS136800	PS192500	0.57259	0.46134	0.23229	0.57259
PS124900	PS257300	0.47486	0.57258	0.27808	0.57258
PS602014	PS609308	0.35567	0.57258	0.45837	0.57258
PS235200	PS242300	0.57254	0.55835	0.10464	0.57254
PS187950	PS615895	0.57253	0.3314	0.27785	0.57253
PS157640	PS604931	0.57252	0.55636	0.48372	0.57252
PS265120	PS304500	0.5725	0.36438	0.3951	0.5725
PS160700	PS607594	0.57249	0.50981	0.24647	0.57249
PS166200	PS604364	0.57248	0.34699	0.23174	0.57248
PS121210	PS136520	0.57242			0.57242
PS251270	PS400044	0.57242	0.53111	0.22616	0.57242
PS143880	PS277450	0.5694	0.57238	0	0.57238
PS212065	PS273750	0.36495	0.57238	0	0.57238
PS248600	PS256300	0.42238	0.57235	0.1264	0.57235
PS251270	PS309800	0.2637	0.57232	0.24231	0.57232
PS604348	PS609129	0.54028	0.57231	0.25964	0.57231
PS118450	PS610542	0.45834	0.57229	0.10045	0.57229
PS120435	PS615040	0.57228	0.5705	0	0.57228
PS189800	PS310700	0.57225	0.28386		0.57225
PS189800	PS612286	0.57225	0.50252		0.57225
PS604931	PS609620	0.1226	0.57223	0	0.57223
PS108720	PS614039	0.45791	0.57222		0.57222
PS168000	PS213300	0.23287	0.57222	0.17253	0.57222
PS600513	PS615895	0.57222	0.06389	0.39061	0.57222
PS164400	PS304500	0.57221	0.37958	0.52911	0.57221
PS145980	PS312080	0.57218	0.5356	0.4459	0.57218
PS175100	PS601144	0.39346	0.57217	0.16358	0.57217
PS193900	PS252150	0.28904	0.57214	0	0.57214
PS160565	PS201000	0.57213	0.48485	0.33342	0.57213
PS224690	PS607426	0.49213	0.57207	0.19721	0.57207
PS105400	PS188550	0.37107	0.57204		0.57204
PS212066	PS603041	0.57204	0.45367	0.1917	0.57204
PS175100	PS203100	0.42825	0.57203	0.41179	0.57203
PS270300	PS600630	0.57202	0.23063	0.23815	0.57202
PS160120	PS251270	0.4261	0.57201	0.18252	0.57201
PS208085	PS272430	0.45056	0.57201	0.44408	0.57201
PS234200	PS241550	0.572	0.42549	0.23174	0.572
PS153100	PS603513	0.23175	0.57198	0.35186	0.57198
PS251270	PS601144	0.17229	0.57198	0.21424	0.57198
PS122470	PS126800	0.57196	0.23922	0.30575	0.57196
PS122470	PS614080	0.50712	0.57195	0.23815	0.57195
PS157600	PS310300	0.57194	0.27253	0.35186	0.57194
PS214700	PS607326	0.34894	0.57191	0.30575	0.57191
PS118220	PS193900	0.46708	0.5719	0	0.5719
PS607634	PS610799	0.57189	0.36267	0.16742	0.57189
PS162400	PS607014	0.54063	0.57187	0.50231	0.57187
PS121200	PS253310	0.57186	0.5695	0.1738	0.57186
PS189800	PS268000	0.57184	0.3981		0.57184
PS236730	PS614372	0.57183	0	0.20383	0.57183
PS105250	PS253310	0.51022	0.5718	0.23174	0.5718
PS112240	PS220290	0.15627	0.5718	0.30575	0.5718
PS136760	PS600630	0.37021	0.5718	0.1435	0.5718
PS115210	PS609060	0.15318	0.57178	0.15068	0.57178
PS163950	PS250950	0.57178	0.55505	0.43356	0.57178
PS126800	PS225750	0.57176	0.20765	0.17253	0.57176
PS182250	PS600721	0.26963	0.52212	0.57176	0.57176
PS214450	PS600721	0.26105	0.46906	0.57176	0.57176
PS157600	PS614039	0.57174	0.23033	0.15578	0.57174
PS300345	PS610542	0.45975	0.57173	0.56211	0.57173
PS191100	PS610542	0.57169	0.54599	0.06697	0.57169
PS251270	PS604931	0.17693	0.57169	0	0.57169
PS210200	PS256300	0.50882	0.57166	0.19473	0.57166
PS193500	PS271930	0.57165	0.37998	0.23174	0.57165
PS213300	PS304500	0.57162	0.38258	0.24104	0.57162
PS167250	PS277180	0.57161	0.53285	0	0.57161
PS162000	PS177900	0.5716		0.30575	0.5716
PS176670	PS300009	0	0.5716	0.16742	0.5716
PS300009	PS607594	0.22963	0.5716	0.16742	0.5716
PS136500	PS213600	0.57158	0.27231	0.07441	0.57158
PS210600	PS214100	0.57158	0.48926	0.19863	0.57158
PS156200	PS214100	0.57156	0.45926	0.23658	0.57156
PS233400	PS258150	0.57156	0.45462	0.22931	0.57156
PS265120	PS309510	0.57156	0.49706	0.18927	0.57156
PS224690	PS607594	0.57154	0.4935	0.25964	0.57154
PS105550	PS266600	0.57152	0.07667	0.16671	0.57152
PS193500	PS210200	0.42873	0.57151	0.36948	0.57151
PS157600	PS252350	0.5715	0.53053	0.27808	0.5715
PS600721	PS604364	0.32268	0.57147	0.10045	0.57147
PS236730	PS604233	0.2108	0.57145	0.17593	0.57145
PS121210	PS167250	0.57141	0.24753	0.39603	0.57141
PS160700	PS601764	0.57141	0.37603	0	0.57141
PS256450	PS605711	0.19197	0.5714	0.44205	0.5714
PS108600	PS260370	0.15766	0.38348	0.57139	0.57139
PS213600	PS601419	0.54675	0.57138	0.18123	0.57138
PS168600	PS613280	0.57133	0.28418	0	0.57133
PS310500	PS604004	0.16074	0.57131		0.57131
PS168000	PS604004	0.05193	0.5713		0.5713
PS112240	PS276900	0.2003	0.57129	0.30575	0.57129
PS174050	PS615895	0.39092	0.57127	0.2446	0.57127
PS275200	PS277180	0.57127	0.2399	0.43256	0.57127
PS603041	PS607594	0.57127	0.35029	0.1917	0.57127
PS209900	PS239300	0.20439	0.57126	0	0.57126
PS209900	PS610799	0.57124	0.4761	0.32551	0.57124
PS249000	PS613155	0.33907	0.57124	0.08371	0.57124
PS126800	PS154500	0.57122	0.26473	0.20838	0.57122
PS131100	PS224120	0.45494	0.57122	0.17309	0.57122
PS603041	PS604348	0.57121	0.57	0.4847	0.57121
PS222470	PS308240	0.39804	0.57118	0.11161	0.57118
PS310700	PS607594	0.57118	0.18246		0.57118
PS222470	PS256100	0.285	0.57117	0.16742	0.57117
PS104290	PS607326	0.38874	0.57116	0.21243	0.57116
PS112240	PS122470	0.20918	0.57107	0.30575	0.57107
PS158350	PS269500	0.57105	0.38596	0.54139	0.57105
PS157600	PS601675	0.57104	0.32993	0.25964	0.57104
PS122470	PS310500	0.57103	0.27153	0.53417	0.57103
PS210200	PS248370	0.57099	0.51781	0.11959	0.57099
