PS_i	PS_j	Sim_BP	Sim_CC	Sim_MF	Sim_GO_max
PS151660	PS163950	1.32364	0.57811	0.23368	1.32364
PS202200	PS600721	1.3236	0.35613	0.13394	1.3236
PS178600	PS612286	1.32148	1.32358	0.28789	1.32358
PS200600	PS209900	1.32356	0.47733	0.33342	1.32356
PS187300	PS614388	1.32352	0.26406	0.30159	1.32352
PS214150	PS235200	1.32347	0.50934	0.20156	1.32347
PS123100	PS192500	1.32346	0.27074	0.20598	1.32346
PS115150	PS122470	1.32343	0.78631	0.32923	1.32343
PS107250	PS192600	1.32341	0.4482	0.20519	1.32341
PS151100	PS266900	1.32338	1.10369	0.22956	1.32338
PS160150	PS208500	1.22024	1.32333	0.36503	1.32333
PS603278	PS604169	1.32321	1.0857	1.17879	1.32321
PS256300	PS603278	1.3232	0.73277	0.32112	1.3232
PS133780	PS180849	1.32315	0.18075	0.18709	1.32315
PS109730	PS166200	1.32311	0.63097	0.53138	1.32311
PS191100	PS256100	1.32301	0.4986	0.26389	1.32301
PS107970	PS122000	1.32292	0.33817	0.2446	1.32292
PS133100	PS601675	1.3229	0.91698	0.5693	1.3229
PS252150	PS265450	0.4867	0.3267	1.3229	1.3229
PS136760	PS187300	1.32285	0.07436	0.1435	1.32285
PS133780	PS166200	1.32277	0.75543	0.24751	1.32277
PS158810	PS272430	0.64282	1.32271	0.44408	1.32271
PS254090	PS272430	0.59531	1.32271	0.44408	1.32271
PS277180	PS600513	0.58002	1.32249	1.29805	1.32249
PS135700	PS613038	1.32241	0.65929	0.4983	1.32241
PS309801	PS614388	0.94599	1.32238	0.13394	1.32238
PS605432	PS613038	1.32237	0.92022	0.80288	1.32237
PS268310	PS602483	0.92779	0.79018	1.32234	1.32234
PS100300	PS251600	1.3223	0.26364	0.23174	1.3223
PS135500	PS306400	1.12036	1.32225	0.74326	1.32225
PS275200	PS612199	0.75921	0.85561	1.32222	1.32222
PS179850	PS249000	1.32196	0.49427	0.26389	1.32196
PS214700	PS614429	1.32189	0.294	0.15578	1.32189
PS124900	PS194070	1.32186	0.57456	0.66851	1.32186
PS300345	PS608583	1.3217	0.69786	0.13104	1.3217
PS151623	PS159000	1.32165	1.01066	0.30351	1.32165
PS164400	PS608583	1.32165	0.81377	0.14112	1.32165
PS123100	PS151623	1.32152	1.11086	0.54533	1.32152
PS151660	PS603278	1.32148	0.54168	0.31833	1.32148
PS179850	PS606215	1.32143	0.63995	0.20707	1.32143
PS147920	PS242860	1.32134	1.15929	1.18396	1.32134
PS185800	PS228520	1.32105	1.24328	0.3194	1.32105
PS186500	PS228520	1.32105	1.24328	0.3194	1.32105
PS106600	PS160150	1.32099	0.22737	0.37491	1.32099
PS275200	PS308240	1.32099	0.41784	0.1485	1.32099
PS105400	PS156200	1.32097	0.74544	0.63166	1.32097
PS147950	PS241550	1.3208	0.28153	0.2446	1.3208
PS124900	PS151100	1.32079	0.70014	0.33811	1.32079
PS160120	PS187300	1.32079	0.79673	0.19885	1.32079
PS202700	PS231200	1.32064	0.76469	0.23174	1.32064
PS259700	PS615040	1.32063	0.949	0	1.32063
PS115210	PS277600	0.34281	1.32059	0.30311	1.32059
PS167250	PS268310	1.32057	0.49453	0.8016	1.32057
PS168600	PS253310	1.3205	0.72455	0.49406	1.3205
PS135900	PS156200	1.32044	1.05745	0.96391	1.32044
PS105550	PS600118	1.32042	0.86669	0.42801	1.32042
PS107970	PS131100	1.32037	0.54711	0.22786	1.32037
PS175780	PS191100	1.32037	0.58063	0.22204	1.32037
PS107250	PS266900	1.32036	0.41044	0.17167	1.32036
PS104290	PS115200	1.32031	0.62668	0.42724	1.32031
PS123100	PS400044	1.32031	1.05143	1.23272	1.32031
PS101800	PS265450	1.32025	0.22292	0.88364	1.32025
PS118220	PS151623	1.32025	0.70291	0.5689	1.32025
PS161800	PS214450	0.84653	0.79238	1.32025	1.32025
PS213600	PS614388	1.32025	0.79585	0.18123	1.32025
PS120435	PS214450	0.81522	0.50611	1.3202	1.3202
PS156200	PS193500	1.31984	0.65185	0.71006	1.31984
PS614429	PS615952	1.31982	0.50581	0.45088	1.31982
PS114580	PS266600	1.23612	0.48073	1.31974	1.31974
PS166200	PS213600	1.31967	1.13809	0.297	1.31967
PS178600	PS193100	1.31963	0.78103	0.47523	1.31963
PS119530	PS400044	1.31955	0.69629	0.18728	1.31955
PS168000	PS175100	0.44841	1.31954	0.79854	1.31954
PS187950	PS615952	1.31951	0.59717	1.04058	1.31951
PS107970	PS310300	1.28438	1.3195	0.37491	1.3195
PS142690	PS607594	1.31947	0.73602	0.26389	1.31947
PS123100	PS166200	1.31938	0.50535	0.20868	1.31938
PS123100	PS156200	1.31931	0.76635	0.81799	1.31931
PS108300	PS123100	1.31923	0.45293	0.19863	1.31923
PS108300	PS270300	1.31921	1.20236	0.20383	1.31921
PS145260	PS603387	1.23807	0.98545	1.31907	1.31907
PS256450	PS265450	0.65226	0.26894	1.31907	1.31907
PS122000	PS158810	1.31905	0.76177	0.19863	1.31905
PS115150	PS309530	1.319	0.7598	0.806	1.319
PS276700	PS277600	0.27437	1.31895	0.99172	1.31895
PS256520	PS610542	1.31876	0.39878	0.81628	1.31876
PS122470	PS258150	1.31873	0.80755	0.30575	1.31873
PS193000	PS269500	1.3187	0.55004	0.30575	1.3187
PS192600	PS193000	1.31858	0.46265	0.32551	1.31858
PS135700	PS610489	0.70807	0.59325	1.3185	1.3185
PS179850	PS308240	1.31845	0.5019	0.44589	1.31845
PS193100	PS600513	1.31842	0.86612	0.4272	1.31842
PS253600	PS256300	1.31836	0.80491	0.23174	1.31836
PS607426	PS609060	0.83439	1.31836	0.66024	1.31836
PS123100	PS249000	1.31835	0.51971	0.22244	1.31835
PS154500	PS210600	0.56132	1.31835	0.99538	1.31835
PS182250	PS607086	1.02822	0.34532	1.31831	1.31831
PS133780	PS608567	1.31827	1.1742	0.19898	1.31827
PS610489	PS612286	1.29993	1.3182	0.25188	1.3182
PS159000	PS160150	1.31819	0.88886	0.3194	1.31819
PS193000	PS258150	1.31819	0.39967	0.30575	1.31819
PS268310	PS612286	1.31809	1.23432	0.36096	1.31809
PS160150	PS193500	1.31802	0.42078	0.52136	1.31802
PS180849	PS600630	1.31773	1.19252	0.46336	1.31773
PS106600	PS607086	1.31765	0.46848	0.19721	1.31765
PS135900	PS160150	1.31762	0.97489	1.08212	1.31762
PS176670	PS600118	1.3176	0.70301	0.16671	1.3176
PS213600	PS310300	1.31759	0.83566	0.19437	1.31759
PS109730	PS253600	1.31756	0.48601	0.37651	1.31756
PS304500	PS613038	1.31756	0.4207	0.71788	1.31756
PS220290	PS220400	1.31748	1.03135	0.15287	1.31748
PS133100	PS265450	1.31739	0.36763	0.64704	1.31739
PS101800	PS151623	1.31735	0.44031	1.29876	1.31735
PS104290	PS607086	1.07676	0.78975	1.31686	1.31686
PS187300	PS600118	1.31681	0.5931	0.22223	1.31681
PS118450	PS265450	1.31679	0.06389	0.51577	1.31679
PS188050	PS609192	1.31679	0.85287	0.51623	1.31679
PS151100	PS607426	0.38722	0.95066	1.31667	1.31667
PS115200	PS610489	1.31643	0.63512	0.39218	1.31643
PS161050	PS601390	1.31635	0.45985	0.57383	1.31635
PS209900	PS236100	1.31634	0.58528	0.24104	1.31634
PS118100	PS160150	1.31627	0.31015	0.54768	1.31627
PS191100	PS603278	1.31618	0.52645	0.30252	1.31618
PS308230	PS609620	1.31611	0.92707	0.56336	1.31611
PS601419	PS604772	0.4749	1.31611	0.32551	1.31611
PS122470	PS310300	1.31608	0.96538	0.34033	1.31608
PS257300	PS310300	1.31601	0.84074	0.35186	1.31601
PS192500	PS202700	1.31559	0.65775	0.23229	1.31559
PS100300	PS104500	1.31546	0.07175	0.2446	1.31546
PS201000	PS218330	1.31545	0.30441	0.30575	1.31545
PS134600	PS235200	1.31544	0.19534	0.30159	1.31544
PS109730	PS400044	1.31543	0.65839	1.19744	1.31543
PS123100	PS266900	1.31538	0.55362	0.22244	1.31538
PS107970	PS300345	1.31534	0.69172	0.28482	1.31534
PS131100	PS208085	0.54461	1.31531	0.17471	1.31531
PS175800	PS256450	0.85224	0.34376	1.31531	1.31531
PS236100	PS400044	1.31528	0.61195	1.16121	1.31528
PS607426	PS609161	1.31524	0.43876	0.7683	1.31524
PS113900	PS243310	1.31516	0.45816	0.24751	1.31516
PS107970	PS607432	1.31514	0.48562	0.28482	1.31514
PS173900	PS604169	1.31509	1.07383	0.23344	1.31509
PS157640	PS227650	1.31502	0.85792	0.73747	1.31502
PS100300	PS167200	1.315	0.50348	0.17593	1.315
PS101800	PS233300	1.315	0.15182	0.64046	1.315
PS209900	PS604772	1.31492	0.90034	0.32551	1.31492
PS135700	PS607086	0.84591	1.13882	1.31481	1.31481
PS107970	PS194070	1.3148	0.61781	0.30575	1.3148
PS251600	PS268310	1.31476	0.25668	0.47898	1.31476
PS173900	PS601675	1.31475	0.70081	0.21839	1.31475
PS187300	PS188050	1.31472	0.86629	0.26753	1.31472
PS192600	PS200600	1.31456	0.34073	0.32551	1.31456
PS193500	PS305100	1.31452	0.45864	0.23174	1.31452
PS183600	PS251200	1.3144		0.30575	1.3144
PS100300	PS159000	1.31429	0.55183	0.20383	1.31429
PS179850	PS308230	1.31414	0.63783	0.53599	1.31414
PS268310	PS601764	1.09489	1.31395	0	1.31395
PS166200	PS275200	1.31392	0.34555	0.17107	1.31392
PS250950	PS614388	1.3139	0.99468	0.27785	1.3139
PS127550	PS603041	1.31383	0.8518	0.63874	1.31383
PS115150	PS603041	0.82734	0.56743	1.31371	1.31371
PS115200	PS191100	1.31369	0.5947	0.27785	1.31369
PS115150	PS128100	1.31367	0.71495	0.94698	1.31367
PS108600	PS163950	0.37801	0.46605	1.31366	1.31366
PS236100	PS604169	1.31364	0.51926	0.46455	1.31364
PS276900	PS306400	0.84815	1.31363	0.50519	1.31363
PS118450	PS193000	1.31346	0.36036	0.30575	1.31346
PS153100	PS243310	1.31342	0.69176	0.28482	1.31342
PS112240	PS604931	0.17234	1.31335	0	1.31335
PS108800	PS160120	1.31333	0.39412	0.2022	1.31333
PS166200	PS173900	1.31333	1.05279	0.21839	1.31333
PS107250	PS265450	1.31332	0.3404	0.61795	1.31332
PS200600	PS613038	1.3133	0.22106	0.15847	1.3133
PS161800	PS607086	1.31321	0.75308	0.21778	1.31321
PS163950	PS256300	1.31319	0.56106	0.21566	1.31319
PS115200	PS131100	1.31318	0.66277	0.20019	1.31318
PS118450	PS211530	0.30213	1.31309	0	1.31309
PS151100	PS166200	1.31308	0.39868	0.45792	1.31308
PS133780	PS251600	1.31304	0.10612	0.25552	1.31304
PS104290	PS133780	1.31285	0.92766	0.21885	1.31285
PS211530	PS259100	0.18095	1.31281		1.31281
PS154500	PS212065	0.7341	0.49835	1.31278	1.31278
PS208085	PS309801	0.35837	1.31275	0.11161	1.31275
PS147920	PS605432	1.0016	1.31268	0.90899	1.31268
PS123100	PS233300	1.31264	0.66459	0.95146	1.31264
PS251200	PS609192	1.31264	0.48614	0.27778	1.31264
PS109730	PS209900	1.31256	0.61434	0.27795	1.31256
PS168600	PS607432	1.31253	0.49137	0.69233	1.31253
PS167200	PS268310	1.3125	1.14641	0.28695	1.3125
PS192500	PS193500	1.31246	0.25485	0.20944	1.31246
PS224050	PS610489	1.31245	0.68	0.46327	1.31245
PS256100	PS607432	1.31244	0.45983	0.23174	1.31244
PS118220	PS610489	1.31241	0.71229	0.76983	1.31241
PS214450	PS608567	1.31241	0.51643	0.22231	1.31241
PS108300	PS215100	1.3124	0.4636	0.20383	1.3124
PS214150	PS607086	1.31233	0.79468	1.2047	1.31233
PS256100	PS614039	1.20553	1.31233	0.15578	1.31233
PS131100	PS227650	1.31227	1.02023	0.57041	1.31227
PS265450	PS610489	1.31218	0.25548	1.11374	1.31218
PS200600	PS612286	1.31213	0.6149	0.38875	1.31213
PS309510	PS609192	1.31213	0.72445	0.57195	1.31213
PS100300	PS270300	1.31207	0.54078	1.05361	1.31207
PS124900	PS192500	1.31191	0.92891	0.22689	1.31191
PS124900	PS256300	1.31183	0.87259	0.27808	1.31183
PS192600	PS601390	1.31181	0.16688	0.65089	1.31181
PS124900	PS300345	1.3117	0.51529	0.50391	1.3117
PS134600	PS151100	1.31155	0.31871	0.63542	1.31155
PS118100	PS607432	1.31152	0.67799	0.48596	1.31152
PS108300	PS179850	1.31149	1.07657	0.20383	1.31149
PS105650	PS210200	1.31145	0.89155	0.44064	1.31145
PS194070	PS607594	1.31142	0.44709	0.25964	1.31142
PS176670	PS214150	0.77667	1.31133	0.19863	1.31133
PS601495	PS609192	1.3111	1.09875	0.99765	1.3111
PS113900	PS185800	1.31101	0	0.29848	1.31101
PS113900	PS186500	1.31101	0	0.29848	1.31101
PS300345	PS306955	1.31097	0.39824	0.23174	1.31097
PS156200	PS180849	1.31071	0.95073	0.67554	1.31071
PS185800	PS193100	1.31068	0.39243	0.30252	1.31068
PS186500	PS193100	1.31068	0.39243	0.30252	1.31068
PS118100	PS145260	1.31043	0.33732	0.33148	1.31043
PS165500	PS248600	0.6286	1.31042	0.86377	1.31042
PS151100	PS601390	1.31038	0.41993	0.31891	1.31038
PS108800	PS167200	1.31033	0.44012	0.15517	1.31033
PS136760	PS304500	1.31023	0.54496	0.785	1.31023
PS134600	PS178600	1.3102	0.1978	0.87612	1.3102
PS163950	PS610799	1.31011	0.427	0.58112	1.31011
PS162000	PS609620	1.30992	0.86758	0.19448	1.30992
PS122000	PS305100	1.30987	0.49579	0.19473	1.30987
PS194070	PS266900	1.30984	0.76446	0.27808	1.30984
PS185800	PS201000	1.30979	0.56456	0.38875	1.30979
PS186500	PS201000	1.30979	0.56456	0.38875	1.30979
PS183600	PS610489	1.30971		0.21839	1.30971
PS118450	PS214150	1.30965	0.08215	0.44351	1.30965
PS249000	PS268000	0.76244	1.30961	0.25964	1.30961
PS115150	PS161050	1.30954	0.82868	0.97374	1.30954
PS180849	PS601495	1.30954	0.62659	0.18119	1.30954
PS260370	PS306955	1.30948	0.20843	0.21243	1.30948
PS187300	PS201000	1.30933	0.56638	0.29063	1.30933
PS213600	PS256450	1.30813	1.01495	1.30933	1.30933
PS154500	PS176670	0.50375	1.30927	0.20838	1.30927
PS114580	PS118100	1.30925	0.50002	0.94766	1.30925
PS115150	PS300009	0.38685	1.30911	0.07325	1.30911
PS166200	PS236100	1.30907	0.50044	0.4666	1.30907
PS128100	PS178600	1.30901	0.7568	0.44367	1.30901
PS121210	PS259700	1.30894	0.85902	0.34385	1.30894
PS142690	PS310300	0.64886	1.30878	0.32396	1.30878
PS604364	PS610489	1.30873	0.529	0.20643	1.30873
PS157640	PS308230	1.30868	0.44035	0.63325	1.30868
PS256100	PS613038	1.30863	0.40094	0.15847	1.30863
PS145980	PS306400	1.0358	1.30862	0.38523	1.30862
PS209900	PS607086	1.30862	0.72291	0.19721	1.30862
PS121210	PS241550	1.30853	0.53069	0.09567	1.30853
PS241550	PS615040	1.30853	0.39497	0	1.30853
PS121210	PS276900	1.30838	1.18511	0.34385	1.30838
PS104290	PS213600	1.30834	1.10193	0.82515	1.30834
PS118450	PS201000	1.30817	0.55864	0.74006	1.30817
PS208000	PS277600	0.75345	0.05294	1.30816	1.30816
PS188050	PS604772	1.30814	0.91247	1.18765	1.30814
PS166200	PS253600	1.30813	0.60039	0.54139	1.30813
PS249270	PS607014	1.3081	0.34608	0.0372	1.3081
PS133780	PS609620	1.30798	1.04599	1.14238	1.30798
PS105400	PS151660	1.30797	0.89775	0.26874	1.30797
PS192500	PS276900	1.30796	0.82699	0.23229	1.30796
PS163950	PS202700	1.30794	0.46378	0.21566	1.30794
PS249000	PS260370	1.30781	0.3485	0.21693	1.30781
PS124900	PS604772	1.30772	0.91283	0.28599	1.30772
PS200600	PS300751	1.30771	0.54829	0.22255	1.30771
PS100300	PS135900	1.30768	0.539	0.1879	1.30768
PS193000	PS400044	1.30767	0.24183	0.18728	1.30767
PS120435	PS606215	1.30755	0.84671	1.04291	1.30755
PS175780	PS309800	1.30753	0.4769	0.18927	1.30753
PS201000	PS266900	1.30747	0.32655	0.35186	1.30747
PS308230	PS607432	1.30733	0.63845	0.49504	1.30733
PS218330	PS607432	1.30708	0.60627	0.23174	1.30708
PS265120	PS306400	0.92978	1.30707	0.38523	1.30707
PS127550	PS600630	1.26006	1.30703	0.23368	1.30703
PS188050	PS243310	1.30679	1.04634	0.56867	1.30679
PS233400	PS607086	0.43591	0.30819	1.30679	1.30679
PS193900	PS614388	1.30672	0.49444	0	1.30672
PS193000	PS614388	1.30639	0.38914	0.33342	1.30639
PS194070	PS227650	1.30634	0.83772	0.58495	1.30634
PS194070	PS603278	1.30632	0.65932	0.71968	1.30632
PS114580	PS188050	1.30625	0.57686	0.25479	1.30625
PS115150	PS179850	1.30623	0.85978	0.60424	1.30623
PS113900	PS211530	0.4129	0.67475	1.30622	1.30622
PS211530	PS609620	0.96224	1.0886	1.30622	1.30622
PS135900	PS265450	1.30618	0.30293	0.63191	1.30618
PS160150	PS178600	1.30615	0.97795	0.44214	1.30615
PS249000	PS607432	1.30613	0.63611	0.2446	1.30613
PS168600	PS214450	1.00406	1.12172	1.30611	1.30611
PS251200	PS256100	1.30605	1.04803	0.30575	1.30605
PS101800	PS603387	1.30603	0.73826	0.84604	1.30603
PS118220	PS120100	1.30599	0.33394	0.49984	1.30599
PS253600	PS275200	1.30598	0.32457	0.15911	1.30598
PS128100	PS151660	1.30585	0.74955	0.21243	1.30585
PS192500	PS209900	1.30576	1.0286	0.24994	1.30576
PS610489	PS614742	0.56317	0.27995	1.30575	1.30575
PS214450	PS244400	0.9458	1.30574	0.28901	1.30574
PS220290	PS268310	1.1958	1.30574	0.32826	1.30574
PS213300	PS214450	0.69406	1.30571	0.28901	1.30571
PS256300	PS604169	1.30569	0.88327	0.28599	1.30569
PS153100	PS231200	1.30561	0.79851	0.23174	1.30561
PS209900	PS613038	1.30559	0.48363	0.17887	1.30559
PS101800	PS610799	1.30553	0.41662	0.67643	1.30553
PS114580	PS237450	1.30534	0.59523	0.15126	1.30534
PS175800	PS278300	1.3053	0.76877	0.70429	1.3053
PS135900	PS151623	1.26078	1.30523	0.63444	1.30523
PS251600	PS276900	1.30519	0.1818	0.27808	1.30519
PS133780	PS231200	1.30518	1.12122	1.16094	1.30518
PS115150	PS601675	1.30515	0.57953	0.39095	1.30515
PS107250	PS253600	1.30502	0.33127	0.15966	1.30502
PS300345	PS607594	1.30497	0.81974	0.23174	1.30497
PS607432	PS608583	1.30497	0.35177	0.13104	1.30497
PS249000	PS275200	1.30496	0.46277	0.17206	1.30496
PS243310	PS276900	1.30495	0.49549	0.50198	1.30495
PS601390	PS613038	1.30491	0.11251	0.11591	1.30491
PS162000	PS608583	1.30482	0.71367	0.14112	1.30482
PS233300	PS603387	1.30479	0.34564	0.28482	1.30479
PS237450	PS612286	1.30478	1.08685	0.1508	1.30478
PS202200	PS607426	1.30447	0.57388	0.20383	1.30447
PS601764	PS610489	0.9601	1.30442	0	1.30442
PS259700	PS604233	1.30434	0.84017	0.17471	1.30434
PS145260	PS162000	1.30415	0.44281	0.15399	1.30415
PS236670	PS615895	0.58073	0.37514	1.30415	1.30415
PS613155	PS615895	0.68937	0.37988	1.30415	1.30415
PS233400	PS256450	0.79991	0.6833	1.3041	1.3041
PS188050	PS220400	1.30405	0.62741	0.15684	1.30405
PS161800	PS228520	1.30401	0.79467	0.30252	1.30401
PS120100	PS237450	1.30388	0.06635	0.40818	1.30388
PS118450	PS273750	1.30384	0.06765	0.35186	1.30384
PS119530	PS179850	1.30378	0.4139	0.2446	1.30378
PS113900	PS193500	1.30374	0.3258	0.20383	1.30374
PS101800	PS309800	1.30373	0.34937	0.6729	1.30373
PS168600	PS254800	1.30371	0.5722	0.23758	1.30371
PS120100	PS147950	1.30365	0.29272	0.22255	1.30365
PS610799	PS615952	1.30365	0.42204	0.91585	1.30365
PS133780	PS306955	1.3036	0.64916	0.26531	1.3036
PS306400	PS608594	0.43451	1.3036	0.2446	1.3036
PS113900	PS193000	1.30352	0.36291	0.23815	1.30352
PS122000	PS607432	1.30351	0.69946	0.36948	1.30351
PS273750	PS606215	1.30349	0.70123	0.22248	1.30349
PS151623	PS156200	1.30346	0.90055	0.79592	1.30346
PS115200	PS309800	1.30341	0.40756	0.22263	1.30341
PS115150	PS258150	1.30336	0.43265	0.12761	1.30336
PS157640	PS600630	1.30325	0.92844	0.49404	1.30325
PS122000	PS272430	1.30324	0.56378	0.3009	1.30324
PS182250	PS213600	1.30308	0.28411	0.47491	1.30308
PS135900	PS600630	0.64018	1.30302	0.68803	1.30302
PS256100	PS609192	1.30295	0.37251	0.27778	1.30295
PS145260	PS183600	1.30278		0.15287	1.30278
PS191100	PS218330	1.30274	0.59738	0.26389	1.30274
PS601675	PS603041	1.3026	1.08137	0.54538	1.3026
PS105400	PS118220	1.30258	0.76724	0.42724	1.30258
PS160150	PS193000	1.30248	0.35186	0.36503	1.30248
PS203100	PS231200	0.66757	1.30239	0.34752	1.30239
PS308240	PS603387	1.30239	0.63576	0.62917	1.30239
PS104290	PS162000	1.30234	0.85251	0.20868	1.30234
PS118100	PS607086	1.30234	0.56323	0.44138	1.30234
PS105650	PS614388	1.3023	0.8606	0.25024	1.3023
PS151623	PS193500	1.3021	0.88465	0.50482	1.3021
PS212065	PS615895	0.60118	0.34968	1.30209	1.30209
PS236670	PS239300	1.00439	1.03393	1.30209	1.30209
PS180849	PS610489	1.30208	0.59013	0.78869	1.30208
PS133780	PS601144	1.30207	1.08329	0.18879	1.30207
PS180849	PS227650	1.14687	1.30207	0.67195	1.30207
PS122000	PS242860	1.30198	0.7621	0.75506	1.30198
PS122000	PS604169	1.30194	0.68497	0.5241	1.30194
PS192500	PS214450	1.30183	0.68936	0.92979	1.30183
PS156200	PS300345	1.30182	0.26798	0.50144	1.30182
PS208000	PS609620	1.3017	1.03915	0.3317	1.3017
PS117550	PS222470	1.30162	0.50331	0.16742	1.30162
PS191100	PS306400	1.30156	0.87515	0.22786	1.30156
PS187950	PS614388	1.30154	0.69256	0.35186	1.30154
PS109730	PS607432	1.3015	0.67323	0.47793	1.3015
PS147920	PS227650	0.88006	1.30147	0.76182	1.30147
PS213600	PS309510	1.30144	0.60801	0.28522	1.30144
PS249000	PS276900	1.30143	1.25841	0.35186	1.30143
PS101800	PS106600	1.30142	0.15724	0.30575	1.30142
PS176670	PS214450	1.30117	0.71675	0.28901	1.30117
PS143880	PS237450	1.30106	0.67329	0.05581	1.30106
PS194070	PS235200	1.30106	0.33903	0.25024	1.30106
PS118100	PS253600	1.30098	0.28629	0.28901	1.30098
PS151100	PS310300	1.30096	0.60075	0.24994	1.30096
PS147950	PS191100	1.30095	0.50493	0.21112	1.30095
PS173900	PS210600	1.30085	0.5931	0.19267	1.30085
PS193000	PS233300	1.30081	0.20735	0.27808	1.30081
PS160565	PS615040	1.3008	1.07895	0	1.3008
PS614388	PS614429	1.3007	0.43229	0.16951	1.3007
PS160150	PS218330	1.28908	1.30061	0.36503	1.30061
PS107250	PS156200	1.30057	0.47936	0.94512	1.30057
PS127550	PS257300	1.30055	0.9105	0.23658	1.30055
PS258150	PS300633	1.30047	0.58864		1.30047
PS163950	PS208000	0.4786	0.66009	1.30034	1.30034
PS114580	PS604772	1.30029	0.7235	0.28789	1.30029
PS120435	PS607594	1.30017	0.56628	0.20297	1.30017
PS153100	PS214150	1.30017	0.5287	0.19863	1.30017
PS160120	PS268000	1.30013	1.18282	0.33316	1.30013
PS192600	PS266900	1.30013	0.98723	0.35186	1.30013
PS213300	PS609192	1.30012	0.45506	0.27778	1.30012
PS120100	PS310300	1.30006	0.32092	0.30575	1.30006
PS235200	PS236100	1.30005	0.59502	0.21693	1.30005
PS115210	PS300345	1.29994	0.35664	0.31667	1.29994
PS203300	PS600118	1.29991	1.0749	0.16663	1.29991
PS231200	PS607432	1.29985	0.49115	0.19473	1.29985
PS178600	PS306955	1.2996	0.5284	0.2446	1.2996
PS602483	PS609192	0.8576	0.69752	1.2996	1.2996
PS101800	PS214150	1.29955	0.70447	0.69848	1.29955
PS163950	PS235200	1.29951	0.62779	0.21693	1.29951
PS120100	PS257920	1.29945	0.3914	0.11959	1.29945
PS158810	PS270300	1.29938	1.22651	0.26389	1.29938
PS260370	PS607432	1.29929	0.37199	0.57139	1.29929
PS175780	PS273750	1.29915	0.69175	0.29605	1.29915
PS133780	PS615040	1.10014	1.2991	0	1.2991
PS243310	PS612199	1.29907	0.61297	0.68521	1.29907
PS124900	PS193500	1.29893	0.40347	0.50391	1.29893
PS108600	PS208000	0.48877	0.47165	1.29889	1.29889
PS153100	PS193000	1.29887	0.56785	0.30575	1.29887
PS114580	PS187300	1.29886	0.35727	1.16996	1.29886
PS175780	PS188550	0.74512	1.29885		1.29885
PS122470	PS273750	1.29864	1.14941	0.33342	1.29864
PS191100	PS253310	1.29863	0.73182	0.23174	1.29863
PS268000	PS276900	1.20171	1.29863	0.61873	1.29863
PS135900	PS309510	1.29862	1.03144	0.93846	1.29862
PS156200	PS613038	1.29852	0.70838	0.77228	1.29852
PS105400	PS133780	1.29846	0.45922	0.53831	1.29846
PS162400	PS213600	1.29846	0.66202	0.62806	1.29846
PS135700	PS228520	1.07372	1.29843	0.37036	1.29843
